iter	MAE
767	57.09418504
768	57.08176048
769	57.07420062
770	57.05481242
771	57.04901916
772	57.04161803
773	57.02877427
774	57.01492409
775	56.99672935
776	56.98853259
777	56.96678341
778	56.95991867
779	56.95400968
780	56.9291926
781	56.91296305
782	56.9055868
783	56.8939401
784	56.87636355
785	56.86193997
786	56.85016113
787	56.83508367
788	56.81532079
789	56.78843503
790	56.7749453
791	56.74824449
792	56.74114197
793	56.7348183
794	56.70544893
795	56.69894985
796	56.68934661
797	56.68335267
798	56.67435258
799	56.66853054
800	56.65319223
801	56.64567947
802	56.63507753
803	56.62413737
804	56.6160094
805	56.61076367
806	56.60055396
807	56.59143338
808	56.57798385
809	56.57301768
810	56.56565222
811	56.55352265
812	56.53930275
813	56.52381453
814	56.51895569
815	56.50664225
816	56.49940599
817	56.49286448
818	56.47799623
819	56.46151743
820	56.45401795
821	56.44338017
822	56.43822153
823	56.42575962
824	56.41954897
825	56.40687797
826	56.39068126
827	56.3823776
828	56.36570752
829	56.36219916
830	56.34784309
831	56.3380673
832	56.33127138
833	56.32116898
834	56.3134839
835	56.30340833
836	56.28053338
837	56.27596147
838	56.26912046
839	56.26139498
840	56.24523866
841	56.23726001
842	56.23002956
843	56.21851706
844	56.20586971
845	56.19245548
846	56.18799739
847	56.16973641
848	56.16211709
849	56.14786324
850	56.14340563
851	56.13571175
852	56.11485757
853	56.10426957
854	56.09371973
855	56.07149365
856	56.06716224
857	56.06430711
858	56.0550142
859	56.03655929
860	56.01431707
861	56.00041184
862	55.99494046
863	55.98917094
864	55.98381904
865	55.97709083
866	55.95998503
867	55.95535596
868	55.94498675
869	55.93318643
870	55.9285411
871	55.91754161
872	55.89024975
873	55.88422687
874	55.87632165
875	55.87294072
876	55.86891321
877	55.84496094
878	55.83657172
879	55.82105609
880	55.80986528
881	55.80630284
882	55.79681052
883	55.79243911
884	55.78970927
885	55.77678982
886	55.76456224
887	55.75258996
888	55.74056111
889	55.73305167
890	55.73015145
891	55.71246727
892	55.70448336
893	55.68319615
894	55.67374417
895	55.66017278
896	55.65429243
897	55.63950885
898	55.63484165
899	55.62501283
900	55.61007766
901	55.60057278
902	55.58756983
903	55.58476718
904	55.56244231
905	55.5539491
906	55.54184523
907	55.53437662
908	55.5275303
909	55.52031623
910	55.49869431
911	55.48443765
912	55.47781423
913	55.4646194
914	55.45856178
915	55.4532718
916	55.43649693
917	55.42906767
918	55.41832746
919	55.4015913
920	55.3816157
921	55.37684625
922	55.36506931
923	55.34901608
924	55.3373952
925	55.3291235
926	55.30983593
927	55.29804177
928	55.28559089
929	55.27983322
930	55.2694371
931	55.25874547
932	55.2524364
933	55.2429833
934	55.23610699
935	55.23237017
936	55.22175785
937	55.21237611
938	55.190964
939	55.17615719
940	55.15693204
941	55.15171789
942	55.14742407
943	55.13486892
944	55.12557887
945	55.12100847
946	55.11569071
947	55.10695615
948	55.09401437
949	55.07607294
950	55.06500082
951	55.05773343
952	55.04908915
953	55.04276042
954	55.04011704
955	55.02693913
956	55.02361147
957	55.01619177
958	55.0080124
959	54.99150746
960	54.97644962
961	54.96233419
962	54.9501443
963	54.93747074
964	54.92320574
965	54.90363929
966	54.88328132
967	54.87534156
968	54.87282914
969	54.8634939
970	54.859546
971	54.85262382
972	54.84642713
973	54.83948388
974	54.8303916
975	54.82720235
976	54.81355474
977	54.80316361
978	54.79899995
979	54.79256083
980	54.78383953
981	54.7773308
982	54.76704967
983	54.75206061
984	54.74281593
985	54.7394435
986	54.73060699
987	54.71433826
988	54.70490695
989	54.69408858
990	54.68427442
991	54.67751905
992	54.66729906
993	54.658784
994	54.64031859
995	54.63595358
996	54.62551724
997	54.62256155
998	54.6138857
999	54.60660044
